,total_units,counted_rental_units,counted_homeownership_units,_1_br_units,_2_br_units,_3_br_units,_4_br_units,_5_br_units,_6_br_units,project_id
4152,1,1,0,0,0,1,0,0,0,53157
4153,1,1,0,0,0,1,0,0,0,53157
4154,4,4,0,2,2,0,0,0,0,53157
4155,6,6,0,0,1,3,2,0,0,53157
4156,8,8,0,0,0,6,1,0,0,53157
4157,5,5,0,0,4,1,0,0,0,53157
4158,2,2,0,0,1,0,1,0,0,53157
4159,3,3,0,0,2,0,1,0,0,53157
4160,4,4,0,1,0,0,2,0,0,53157
4161,4,4,0,1,1,0,2,0,0,53157
4162,4,4,0,1,1,0,2,0,0,53157
4163,2,2,0,1,0,0,1,0,0,53157
4164,2,2,0,0,1,1,0,0,0,53157
4165,5,5,0,1,0,0,3,0,0,53157
4166,2,2,0,0,0,2,0,0,0,53157
4167,2,2,0,0,0,2,0,0,0,53157
4168,8,8,0,0,0,5,0,1,0,53157
4169,4,4,0,0,4,0,0,0,0,53157
4170,4,4,0,2,0,2,0,0,0,53157
4171,2,2,0,0,1,0,0,1,0,53157
4172,4,4,0,1,0,3,0,0,0,53157
4173,3,3,0,2,0,1,0,0,0,53157
4174,2,2,0,0,0,0,2,0,0,53157
4175,3,3,0,1,1,1,0,0,0,53157
4176,6,6,0,0,0,1,5,0,0,53157
4177,3,3,0,0,0,3,0,0,0,53157
4178,2,2,0,0,0,0,1,1,0,53157
4179,2,2,0,0,1,1,0,0,0,53157
4180,2,2,0,0,2,0,0,0,0,53157
4181,2,2,0,0,0,2,0,0,0,53157
4182,2,2,0,0,0,2,0,0,0,53157
4183,2,2,0,0,1,1,0,0,0,53157
4184,2,2,0,0,0,2,0,0,0,53157
4185,5,5,0,2,0,2,1,0,0,53157
4186,4,4,0,0,0,0,4,0,0,53157
4187,2,2,0,1,1,0,0,0,0,53157
4188,3,3,0,0,1,2,0,0,0,53157
4189,2,2,0,1,1,0,0,0,0,53157
4190,2,2,0,0,0,1,1,0,0,53157
4191,2,2,0,0,2,0,0,0,0,53157
4192,1,0,1,0,0,0,0,0,0,59333
4193,1,0,1,0,0,1,0,0,0,59293
4194,103,21,0,5,11,0,0,0,0,52127
4195,1,0,1,0,1,0,0,0,0,59294
4196,1,0,1,0,1,0,0,0,0,59304
4197,8,2,0,2,0,0,0,0,0,65112
4198,1,0,1,0,0,1,0,0,0,59301
4199,1,0,1,0,0,0,0,0,0,59138
4200,1,0,1,0,0,1,0,0,0,59292
4201,73,73,0,42,24,6,0,0,0,52662
4202,26,26,0,11,10,0,0,0,0,52662
4203,25,25,0,11,9,0,0,0,0,52662
4204,25,25,0,11,9,0,0,0,0,52662
4205,5,1,0,0,1,0,0,0,0,65066
4206,2,0,2,0,0,0,0,0,0,59341
4207,45,9,0,3,5,0,0,0,0,52129
4208,8,8,0,1,5,0,0,0,0,52757
4209,32,32,0,8,20,2,0,0,0,52757
4210,16,16,0,4,8,3,0,0,0,52757
4211,17,17,0,1,16,0,0,0,0,52757
4212,16,16,0,1,13,1,0,0,0,52757
4213,16,16,0,1,13,1,0,0,0,52757
4214,17,17,0,4,10,3,0,0,0,52757
4215,16,16,0,1,12,2,0,0,0,52757
4216,8,8,0,0,4,1,0,0,0,52757
4217,8,8,0,1,4,1,0,0,0,52757
4218,7,7,0,2,1,3,1,0,0,52757
4219,19,19,0,1,18,0,0,0,0,52757
4220,32,32,0,1,31,0,0,0,0,52757
4221,1,0,1,0,0,0,0,0,0,59090
4222,2,0,2,0,0,0,0,0,0,59100
4223,1,0,1,0,0,0,0,0,0,59101
4224,3,0,3,0,0,0,0,0,0,59340
4225,22,22,0,0,19,3,0,0,0,53392
4226,6,6,0,1,0,0,0,0,0,53392
4227,20,20,0,10,10,0,0,0,0,52405
4228,17,4,0,2,2,0,0,0,0,65127
4229,75,15,0,5,3,0,0,0,0,52790
4230,30,30,0,5,19,6,0,0,0,54407
4231,1,0,1,0,0,1,0,0,0,59040
4232,223,45,0,26,5,0,0,0,0,53552
4233,3,0,3,0,0,0,0,0,0,58940
4234,1,0,1,0,1,0,0,0,0,58907
4235,1,0,1,1,0,0,0,0,0,59005
4236,58,58,0,23,8,10,0,0,0,52722
4237,18,18,0,0,6,12,0,0,0,52722
4238,1,0,1,0,1,0,0,0,0,58774
4239,8,2,0,0,2,0,0,0,0,65076
4240,1,0,1,0,0,1,0,0,0,58776
4241,112,112,0,19,37,21,0,0,0,52783
4242,251,63,0,36,15,0,0,0,0,54748
4243,1,0,1,0,0,1,0,0,0,58778
4244,1,0,1,0,0,0,0,0,1,58779
4245,1,0,1,0,0,0,0,0,0,58712
4246,1,0,1,0,0,0,0,1,0,58777
4247,10,0,10,0,0,0,10,0,0,47948
4248,8,0,8,0,0,8,0,0,0,49501
4249,205,204,0,51,104,0,0,0,0,52287
4250,2,0,2,0,0,0,0,0,0,58881
4251,1,0,1,0,0,1,0,0,0,58723
4252,1,0,1,0,0,0,0,1,0,58614
4253,1,0,1,0,0,1,0,0,0,58680
4254,1,0,1,0,0,0,1,0,0,58682
4255,1,0,1,0,0,1,0,0,0,58616
4256,1,0,1,0,0,0,1,0,0,58677
4257,1,0,1,0,1,0,0,0,0,58725
4258,2,0,2,0,0,0,0,0,0,58587
4259,1,0,1,0,0,0,0,0,0,58568
4260,55,55,0,21,18,11,0,0,0,48729
4261,28,28,0,6,13,9,0,0,0,48729
4262,20,20,0,18,0,0,0,0,0,48729
4263,90,90,0,52,17,4,0,0,0,48729
4264,974,195,0,91,34,0,0,0,0,59538
4265,1,0,1,1,0,0,0,0,0,58718
4266,18,18,0,9,0,9,0,0,0,53011
4267,6,6,0,2,3,0,0,0,0,53011
4268,6,6,0,4,2,0,0,0,0,53011
4269,19,19,0,9,8,0,0,0,0,53011
4270,1,0,1,0,0,0,0,0,0,58878
4271,1,0,1,1,0,0,0,0,0,58721
4272,15,0,15,0,2,13,0,0,0,48973
4273,2,0,2,0,0,0,0,0,0,58500
4274,2,0,2,0,0,0,0,0,0,58503
4275,1,0,1,1,0,0,0,0,0,58716
4276,3,2,1,0,1,2,0,0,0,44230
4277,3,2,1,0,1,2,0,0,0,44230
4278,3,2,1,0,1,2,0,0,0,44230
4279,3,2,1,0,1,2,0,0,0,44230
4280,3,2,1,0,1,1,0,0,0,44230
4281,3,2,1,0,1,2,0,0,0,44230
4282,3,2,1,0,1,2,0,0,0,44230
4283,199,199,0,79,95,18,0,0,0,44280
4284,18,18,0,0,0,0,0,0,0,48650
4285,60,60,0,19,31,9,0,0,0,49607
4286,96,96,0,48,28,14,0,0,0,49625
4287,20,20,0,0,5,10,5,0,0,50223
4288,16,16,0,0,4,12,0,0,0,50223
4289,25,25,0,1,14,10,0,0,0,50223
4290,16,16,0,0,3,5,8,0,0,50223
4291,16,16,0,5,5,6,0,0,0,50223
4292,5,5,0,2,0,3,0,0,0,52014
4293,8,8,0,0,0,8,0,0,0,52014
4294,2,2,0,0,2,0,0,0,0,52014
4295,3,3,0,0,3,0,0,0,0,52014
4296,3,3,0,0,3,0,0,0,0,52014
4297,7,7,0,6,1,0,0,0,0,52014
4298,2,2,0,1,1,0,0,0,0,52014
4299,2,2,0,1,0,0,1,0,0,52014
4300,211,104,0,17,42,5,0,0,0,52083
4301,195,98,0,24,32,6,0,0,0,52122
4302,101,101,0,24,77,0,0,0,0,52656
4303,136,136,0,7,18,0,0,0,0,52798
4304,102,102,0,22,58,18,0,0,0,53273
4305,101,101,0,49,27,17,0,0,0,53461
4306,21,20,0,6,14,0,0,0,0,54366
4307,53,53,0,0,47,6,0,0,0,54709
4308,18,18,0,0,8,10,0,0,0,54709
4309,18,18,0,0,8,10,0,0,0,54709
4310,18,18,0,0,8,6,4,0,0,54709
4311,18,18,0,0,8,10,0,0,0,54709
4312,41,41,0,5,31,5,0,0,0,54709
4313,41,41,0,4,32,5,0,0,0,54709
4314,1,0,1,0,1,0,0,0,0,58363
4315,1,0,1,1,0,0,0,0,0,58367
4316,15,2,13,0,1,7,7,0,0,48940
4317,12,12,0,0,6,6,0,0,0,50131
4318,12,12,0,0,6,6,0,0,0,50131
4319,11,11,0,0,11,0,0,0,0,50131
4320,26,26,0,13,6,0,0,0,0,50131
4321,5,5,0,0,5,0,0,0,0,50131
4322,21,21,0,7,9,0,0,0,0,50131
4323,40,40,0,0,0,0,0,0,0,50388
4324,114,114,0,48,47,12,0,0,0,50942
4325,60,60,0,0,60,0,0,0,0,51248
4326,23,23,0,10,13,0,0,0,0,53050
4327,18,18,0,1,5,8,4,0,0,53050
4328,128,128,0,42,53,14,0,0,0,53180
4329,35,35,0,25,1,0,0,0,0,53473
4330,101,101,0,72,1,0,0,0,0,53473
4331,18,18,0,0,18,0,0,0,0,54948
4332,18,18,0,5,8,5,0,0,0,54948
4333,18,18,0,0,18,0,0,0,0,54948
4334,18,18,0,0,18,0,0,0,0,54948
4335,20,20,0,0,20,0,0,0,0,54948
4336,164,164,0,50,60,22,1,0,0,55050
4337,2,0,2,0,0,0,0,0,0,58323
4338,454,454,0,188,224,34,0,0,0,58932
4339,161,161,0,67,69,13,0,0,0,48647
4340,7,7,0,6,1,0,0,0,0,52752
4341,6,6,0,0,6,0,0,0,0,52752
4342,6,6,0,2,3,0,0,0,0,52752
4343,5,5,0,0,3,0,0,0,0,52752
4344,5,5,0,0,3,0,0,0,0,52752
4345,4,4,0,0,4,0,0,0,0,52752
4346,4,4,0,0,4,0,0,0,0,52752
4347,16,16,0,0,13,3,0,0,0,52752
4348,5,5,0,0,2,0,0,0,0,52752
4349,7,7,0,6,0,0,0,0,0,52752
4350,9,9,0,0,6,3,0,0,0,52752
4351,5,5,0,0,5,0,0,0,0,52752
4352,6,6,0,3,3,0,0,0,0,52752
4353,4,4,0,0,4,0,0,0,0,52752
4354,4,4,0,0,4,0,0,0,0,52752
4355,9,9,0,1,8,0,0,0,0,52752
4356,8,8,0,0,8,0,0,0,0,52752
4357,4,4,0,0,4,0,0,0,0,52752
4358,12,12,0,0,12,0,0,0,0,52752
4359,108,108,0,25,59,14,0,0,0,44409
4360,153,153,0,35,96,20,0,0,0,46143
4361,28,28,0,14,14,0,0,0,0,46143
4362,108,108,0,0,1,0,0,0,0,50415
4363,85,85,0,32,45,0,0,0,0,51719
4364,27,27,0,13,13,0,1,0,0,52674
4365,9,9,0,5,4,0,0,0,0,52674
4366,9,9,0,1,8,0,0,0,0,52674
4367,14,14,0,6,8,0,0,0,0,52674
4368,8,8,0,0,8,0,0,0,0,52674
4369,10,10,0,6,4,0,0,0,0,52674
4370,24,24,0,10,12,0,0,0,0,52674
4371,24,24,0,11,12,0,0,0,0,52674
4372,18,18,0,2,10,6,0,0,0,52674
4373,29,29,0,17,5,0,0,0,0,52674
4374,4,4,0,1,3,0,0,0,0,52674
4375,4,4,0,4,0,0,0,0,0,52674
4376,4,4,0,1,3,0,0,0,0,52674
4377,14,14,0,0,14,0,0,0,0,52674
4378,25,25,0,10,7,5,0,0,0,52674
4379,8,8,0,4,3,0,0,0,0,52674
4380,4,4,0,4,0,0,0,0,0,52674
4381,4,4,0,4,0,0,0,0,0,52674
4382,4,4,0,4,0,0,0,0,0,52674
4383,4,4,0,4,0,0,0,0,0,52674
4384,10,10,0,0,9,0,0,0,0,52674
4385,17,17,0,12,4,0,0,0,0,52674
4386,10,10,0,0,2,8,0,0,0,52674
4387,10,10,0,0,5,4,0,0,0,52674
4388,10,10,0,0,5,4,0,0,0,52674
4389,19,19,0,10,0,0,0,0,0,52674
4390,24,24,0,0,24,0,0,0,0,52674
4391,11,11,0,2,4,4,0,0,0,52674
4392,11,11,0,3,6,2,0,0,0,52756
4393,6,6,0,4,2,0,0,0,0,52756
4394,5,5,0,3,1,1,0,0,0,52756
4395,9,9,0,5,1,0,0,0,0,52756
4396,5,5,0,3,0,0,0,0,0,52756
4397,7,7,0,6,0,1,0,0,0,52756
4398,4,4,0,0,3,1,0,0,0,52756
4399,18,18,0,0,18,0,0,0,0,52756
4400,11,11,0,1,10,0,0,0,0,52756
4401,4,4,0,4,0,0,0,0,0,52756
4402,20,20,0,1,8,11,0,0,0,52756
4403,6,6,0,0,5,1,0,0,0,52756
4404,3,3,0,0,0,3,0,0,0,52756
4405,3,3,0,0,0,3,0,0,0,52756
4406,3,3,0,0,3,0,0,0,0,52756
4407,8,8,0,4,4,0,0,0,0,52756
4408,8,8,0,4,3,0,0,0,0,52756
4409,8,8,0,3,5,0,0,0,0,52756
4410,4,4,0,0,4,0,0,0,0,52756
4411,16,16,0,0,6,10,0,0,0,52756
4412,9,9,0,0,0,4,3,0,0,52756
4413,4,4,0,0,4,0,0,0,0,52756
4414,8,8,0,4,4,0,0,0,0,52756
4415,8,8,0,1,7,0,0,0,0,52756
4416,16,16,0,6,10,0,0,0,0,52756
4417,4,4,0,3,1,0,0,0,0,52756
4418,4,4,0,4,0,0,0,0,0,52756
4419,7,7,0,1,2,1,0,0,0,52756
4420,7,7,0,2,5,0,0,0,0,52756
4421,4,4,0,0,4,0,0,0,0,52756
4422,4,4,0,1,2,0,0,0,0,52756
4423,7,7,0,3,3,1,0,0,0,52756
4424,5,5,0,2,2,1,0,0,0,52756
4425,6,6,0,0,6,0,0,0,0,52756
4426,2,2,0,0,2,0,0,0,0,52756
4427,20,20,0,0,18,2,0,0,0,52756
4428,9,9,0,2,7,0,0,0,0,52756
4429,6,6,0,0,5,0,0,0,0,52756
4430,12,12,0,1,7,1,0,0,0,52756
4431,6,6,0,0,5,1,0,0,0,52756
4432,17,17,0,3,13,1,0,0,0,52756
4433,6,6,0,6,0,0,0,0,0,52756
4434,8,8,0,1,3,0,0,0,0,52756
4435,4,4,0,4,0,0,0,0,0,52756
4436,19,19,0,0,9,4,0,0,0,52756
4437,8,8,0,0,8,0,0,0,0,52756
4438,7,7,0,6,0,1,0,0,0,52756
4439,9,9,0,4,1,0,0,0,0,52756
4440,10,10,0,3,0,0,0,0,0,52756
4441,12,12,0,2,10,0,0,0,0,52756
4442,12,12,0,2,6,4,0,0,0,52756
4443,6,6,0,4,2,0,0,0,0,52756
4444,4,4,0,0,1,3,0,0,0,52756
4445,24,24,0,12,7,5,0,0,0,52756
4446,36,36,0,12,10,12,0,0,0,52756
4447,3,3,0,0,3,0,0,0,0,52756
4448,154,154,0,153,1,0,0,0,0,52937
4449,18,18,0,2,15,1,0,0,0,51143
4450,18,18,0,2,15,1,0,0,0,51143
4451,22,22,0,6,16,0,0,0,0,51143
4452,297,0,297,191,90,0,0,0,0,51396
4453,60,0,60,0,52,8,0,0,0,51396
4454,84,0,84,0,60,16,0,0,0,51396
4455,184,0,184,92,61,24,0,0,0,51396
4456,50,10,0,3,5,0,0,0,0,52626
4457,18,18,0,12,1,0,0,0,0,51751
4458,29,29,0,20,1,0,0,0,0,51751
4459,60,60,0,31,19,2,3,2,1,48011
4460,21,21,0,2,6,12,1,0,0,50293
4461,1,0,1,0,0,1,0,0,0,58280
4462,26,26,0,5,17,4,0,0,0,48732
4463,10,10,0,0,0,10,0,0,0,49174
4464,16,16,0,11,4,0,0,0,0,49174
4465,14,14,0,9,0,5,0,0,0,49174
4466,20,20,0,5,15,0,0,0,0,49174
4467,8,8,0,0,0,0,8,0,0,49174
4468,8,8,0,0,0,0,8,0,0,49174
4469,20,20,0,12,8,0,0,0,0,49174
4470,66,66,0,10,5,0,0,0,0,51652
4471,82,82,0,12,58,12,0,0,0,53437
4472,64,64,0,22,34,8,0,0,0,53437
4473,43,43,0,4,23,16,0,0,0,53437
4474,59,59,0,6,29,24,0,0,0,53437
4475,46,46,0,46,0,0,0,0,0,52000
4476,303,303,0,131,90,16,0,0,0,59032
4477,190,38,0,20,7,0,0,0,0,53355
4478,8,2,0,1,0,0,0,0,0,65130
4479,64,0,42,21,21,0,0,0,0,45647
4480,50,49,0,10,27,0,0,0,0,54302
4481,1,0,1,0,0,1,0,0,0,58282
4482,8,8,0,8,0,0,0,0,0,48763
4483,8,8,0,0,8,0,0,0,0,48763
4484,20,20,0,10,4,1,4,0,0,48763
4485,18,18,0,5,12,0,0,0,0,48763
4486,128,128,0,18,50,40,13,0,0,58515
4487,134,134,0,18,53,42,13,0,0,58515
4488,72,72,0,10,28,23,7,0,0,58515
4489,73,73,0,10,29,23,7,0,0,58516
4490,131,131,0,18,51,42,13,0,0,58516
4491,134,134,0,18,52,43,13,0,0,58516
4492,1,0,1,0,0,1,0,0,0,58005
4493,1,0,1,0,0,0,0,1,0,58026
4494,1,0,1,0,1,0,0,0,0,58035
4495,11,11,0,0,1,10,0,0,0,52741
4496,20,20,0,0,7,13,0,0,0,52741
4497,48,48,0,17,11,20,0,0,0,52741
4498,39,8,0,3,4,0,0,0,0,54866
4499,251,65,0,18,16,0,0,0,0,57503
4500,605,121,0,27,24,0,0,0,0,57504
4501,90,90,0,0,1,0,0,0,0,52223
4502,1,0,1,0,0,1,0,0,0,57999
4503,1,0,1,0,0,0,0,0,0,58174
4504,1,0,1,0,0,0,0,0,0,57784
4505,1,0,1,0,0,1,0,0,0,57816
4506,35,35,0,17,18,0,0,0,0,52898
4507,49,10,0,3,5,0,0,0,0,53166
4508,1,0,1,0,0,1,0,0,0,57802
4509,1,0,1,1,0,0,0,0,0,57829
4510,429,109,0,51,19,0,0,0,0,53518
4511,71,71,0,52,1,0,0,0,0,54727
4512,1,0,1,0,0,1,0,0,0,57824
4513,8,2,0,1,0,0,0,0,0,65114
4514,48,0,11,4,6,0,0,0,0,52369
4515,75,15,0,4,8,0,0,0,0,54898
4516,1,0,1,0,1,0,0,0,0,57827
4517,93,0,93,22,34,23,0,0,0,59046
4518,116,0,116,29,44,28,0,0,0,59046
4519,93,19,0,9,10,0,0,0,0,50639
4520,289,58,0,33,12,1,0,0,0,53006
4521,1,0,1,0,0,1,0,0,0,57806
4522,1,0,1,0,1,0,0,0,0,57807
4523,141,141,0,23,72,25,21,0,0,58517
4524,110,28,0,9,8,1,0,0,0,54982
4525,483,97,0,56,10,0,0,0,0,53498
4526,1,0,1,0,1,0,0,0,0,57809
4527,2,0,2,0,0,0,0,0,0,58204
4528,123,50,0,7,24,0,0,0,0,51123
4529,1,0,1,0,0,1,0,0,0,57813
4530,1,0,1,0,0,1,0,0,0,57819
4531,25,25,0,0,0,0,0,0,0,52852
4532,69,69,0,52,16,1,0,0,0,52852
4533,25,25,0,9,9,7,0,0,0,52852
4534,25,25,0,9,9,7,0,0,0,52852
4535,37,37,0,19,13,5,0,0,0,52852
4536,200,200,0,50,90,10,0,0,0,53383
4537,103,103,0,37,48,4,0,0,0,44324
4538,392,79,0,39,21,0,0,0,0,52053
4539,103,102,0,29,51,0,0,0,0,54292
4540,2,0,2,0,0,0,0,0,0,55121
4541,2,0,2,0,0,0,0,0,0,58241
4542,122,29,0,2,20,0,0,0,0,50875
4543,74,74,0,7,22,8,0,0,0,58504
4544,25,25,0,0,0,0,0,0,0,55343
4545,1,0,1,0,0,0,0,0,0,57603
4546,21,21,0,3,7,10,0,0,0,52665
4547,1,0,1,0,0,1,0,0,0,57575
4548,37,37,0,0,0,0,0,0,0,54494
4549,1,0,1,1,0,0,0,0,0,57585
4550,1,0,1,0,1,0,0,0,0,57578
4551,1,0,1,0,1,0,0,0,0,57548
4552,1,0,1,0,0,0,0,0,1,57565
4553,1,0,1,0,1,0,0,0,0,57567
4554,1,0,1,0,0,1,0,0,0,57557
4555,1,0,1,0,0,1,0,0,0,57570
4556,1,0,1,0,0,1,0,0,0,57560
4557,29,10,0,9,1,0,0,0,0,65095
4558,1,0,1,0,0,1,0,0,0,57550
4559,8,2,0,2,0,0,0,0,0,65126
4560,1,0,1,0,1,0,0,0,0,57581
4561,55,11,0,5,6,0,0,0,0,65093
4562,440,29,0,13,6,1,0,0,0,52788
4563,1,0,1,0,1,0,0,0,0,55240
4564,598,120,0,65,29,5,0,0,0,49774
4565,60,60,0,0,0,0,0,0,0,50200
4566,1,0,1,1,0,0,0,0,0,55185
4567,1,0,1,1,0,0,0,0,0,55186
4568,1,0,1,0,0,1,0,0,0,55187
4569,522,104,0,49,15,0,0,0,0,53192
4570,1,0,1,0,0,1,0,0,0,55255
4571,8,2,0,2,0,0,0,0,0,65106
4572,1,0,1,0,0,1,0,0,0,55188
4573,1,0,1,0,1,0,0,0,0,55189
4574,1,0,1,0,0,1,0,0,0,55190
4575,1,0,1,0,1,0,0,0,0,55183
4576,1,0,1,0,1,0,0,0,0,55191
4577,22,22,0,1,10,10,1,0,0,50201
4578,225,46,0,25,6,0,0,0,0,52126
4579,6,6,0,6,0,0,0,0,0,48775
4580,6,6,0,4,1,1,0,0,0,48775
4581,4,4,0,0,2,2,0,0,0,48775
4582,4,4,0,4,0,0,0,0,0,48775
4583,4,4,0,0,3,1,0,0,0,48775
4584,6,6,0,2,1,1,0,0,0,50059
4585,4,4,0,4,0,0,0,0,0,50059
4586,8,8,0,1,0,0,0,0,0,50059
4587,6,6,0,0,0,4,2,0,0,50059
4588,6,6,0,6,0,0,0,0,0,50059
4589,6,6,0,3,3,0,0,0,0,50059
4590,3,3,0,0,1,2,0,0,0,50059
4591,29,29,0,7,11,7,4,0,0,50206
4592,16,16,0,12,0,0,0,0,0,50206
4593,7,7,0,3,0,3,1,0,0,50206
4594,7,7,0,3,3,1,0,0,0,50206
4595,7,7,0,3,3,0,1,0,0,50206
4596,37,37,0,6,18,11,2,0,0,50206
4597,3,3,0,2,1,0,0,0,0,50206
4598,42,42,0,2,28,6,6,0,0,50206
4599,66,66,0,10,35,11,10,0,0,50206
4600,120,30,0,10,11,0,0,0,0,52218
4601,1,0,1,1,0,0,0,0,0,54978
4602,1,0,1,0,1,0,0,0,0,54979
4603,50,10,0,8,0,0,0,0,0,53519
4604,1,0,1,0,0,1,0,0,0,54976
4605,1,0,1,0,0,1,0,0,0,54977
4606,256,129,0,28,54,29,0,0,0,54389
4607,15,3,0,0,3,0,0,0,0,65075
4608,86,39,47,39,29,11,0,5,0,49562
4609,90,90,0,40,30,20,0,0,0,54728
4610,1,0,1,0,0,0,0,0,0,54913
4611,1,0,1,0,0,1,0,0,0,54975
4612,1,0,1,0,0,1,0,0,0,54689
4613,1,0,1,0,0,0,0,0,0,58292
4614,1,0,1,0,0,1,0,0,0,54690
4615,1,0,1,0,0,0,0,0,0,54737
4616,7,2,0,1,1,0,0,0,0,65133
4617,1,0,1,0,0,0,1,0,0,54691
4618,1,0,1,1,0,0,0,0,0,54739
4619,2,0,2,0,0,0,0,0,0,54364
4620,1,0,1,0,0,0,0,0,0,54669
4621,1,0,1,0,0,0,0,0,1,54692
4622,2,0,2,0,0,0,0,0,0,55178
4623,1,0,1,0,0,0,0,0,0,58291
4624,1,0,1,0,1,0,0,0,0,54740
4625,1,0,1,0,0,0,0,0,0,58255
4626,1,0,1,0,0,0,0,0,0,54741
4627,67,67,0,61,1,0,0,0,0,58494
4628,31,31,0,12,15,4,0,0,0,44281
4629,31,31,0,12,15,4,0,0,0,44281
4630,27,27,0,12,15,0,0,0,0,44281
4631,31,31,0,12,15,4,0,0,0,44281
4632,31,31,0,15,16,0,0,0,0,44281
4633,89,89,0,65,23,0,0,0,0,44281
4634,79,79,0,15,21,6,0,0,0,50026
4635,55,55,0,10,5,0,0,0,0,50026
4636,248,248,0,93,101,25,0,0,0,51778
4637,152,57,0,15,30,12,0,0,0,52661
4638,152,95,0,30,50,15,0,0,0,53245
4639,750,150,0,85,19,0,0,0,0,49283
4640,69,69,0,5,37,27,0,0,0,50257
4641,159,0,159,17,55,66,21,0,0,53277
4642,91,91,0,91,0,0,0,0,0,53553
4643,91,91,0,91,0,0,0,0,0,53553
4644,1,0,1,0,0,1,0,0,0,54650
4645,142,29,0,7,14,0,0,0,0,52320
4646,101,101,0,15,65,21,0,0,0,52723
4647,48,48,0,1,47,0,0,0,0,52723
4648,1,0,1,0,0,0,0,0,0,58254
4649,203,203,0,200,1,0,0,0,0,48646
4650,58,58,0,33,1,0,0,0,0,58492
4651,98,98,0,24,50,0,0,0,0,49938
4652,94,94,0,93,1,0,0,0,0,51179
4653,1,0,1,0,0,1,0,0,0,54637
4654,24,24,0,0,0,0,0,0,0,55428
4655,269,269,0,0,0,0,0,0,0,55428
4656,42,42,0,0,0,0,0,0,0,55428
4657,207,207,0,0,0,0,0,0,0,55428
4658,252,252,0,0,0,0,0,0,0,55428
4659,80,80,0,0,0,0,0,0,0,55428
4660,1,0,1,0,0,0,0,0,0,58250
4661,151,151,0,0,0,0,0,0,0,50810
4662,116,116,0,28,61,0,0,0,0,51103
4663,89,89,0,13,46,6,0,0,0,51278
4664,1,0,1,1,0,0,0,0,0,54636
4665,1,0,1,1,0,0,0,0,0,54677
4666,11,11,0,0,1,0,10,0,0,48731
4667,20,20,0,6,14,0,0,0,0,48731
4668,57,57,0,39,13,5,0,0,0,48731
4669,12,12,0,5,5,0,1,0,0,48731
4670,163,163,0,65,65,26,0,0,0,52610
4671,93,19,0,7,7,0,0,0,0,49711
4672,8,8,0,0,4,4,0,0,0,50184
4673,22,22,0,10,4,0,0,0,0,50184
4674,17,17,0,9,4,0,0,0,0,50184
4675,15,15,0,2,13,0,0,0,0,50184
4676,15,15,0,3,11,0,0,0,0,50184
4677,8,8,0,8,0,0,0,0,0,50184
4678,8,8,0,4,4,0,0,0,0,50184
4679,8,8,0,8,0,0,0,0,0,50184
4680,8,8,0,8,0,0,0,0,0,50184
4681,8,8,0,4,4,0,0,0,0,50184
4682,844,169,0,89,25,2,0,0,0,51363
4683,64,64,0,34,20,6,0,0,0,51779
4684,54,54,0,12,27,0,0,0,0,52666
4685,58,58,0,20,24,6,0,0,0,52667
4686,54,54,0,20,9,14,11,0,0,52721
4687,54,54,0,22,10,11,0,0,0,52721
4688,7,7,0,0,3,1,3,0,0,52721
4689,36,36,0,14,18,4,0,0,0,52721
4690,20,20,0,1,9,6,4,0,0,52721
4691,34,34,0,16,13,5,0,0,0,52721
4692,70,70,0,2,35,33,0,0,0,52721
4693,48,48,0,16,25,5,0,0,0,52721
4694,42,42,0,14,10,6,12,0,0,52721
4695,43,35,8,21,13,9,0,0,0,52721
4696,43,43,0,21,22,0,0,0,0,52721
4697,30,30,0,6,15,8,1,0,0,52721
4698,16,16,0,1,7,4,4,0,0,52721
4699,27,27,0,10,12,5,0,0,0,52721
4700,57,57,0,19,25,13,0,0,0,52721
4701,41,41,0,1,31,9,0,0,0,52721
4702,54,54,0,24,5,14,11,0,0,52721
4703,2,0,2,0,0,0,0,0,0,54353
4704,536,536,0,0,0,0,0,0,0,55396
4705,146,146,0,44,60,20,4,0,0,58511
4706,15,3,0,1,2,0,0,0,0,65132
4707,1,0,1,0,0,1,0,0,0,54648
4708,95,95,0,13,40,28,11,0,0,58513
4709,4,4,0,1,2,1,0,0,0,58513
4710,6,6,0,1,3,2,0,0,0,58513
4711,32,32,0,4,13,9,5,0,0,58513
4712,32,32,0,4,14,9,4,0,0,58513
4713,7,7,0,1,3,2,1,0,0,58513
4714,40,40,0,5,18,12,4,0,0,58513
4715,4,4,0,1,2,1,0,0,0,58513
4716,4,4,0,1,2,1,0,0,0,58513
4717,5,5,0,1,2,1,1,0,0,58513
4718,5,5,0,1,2,1,1,0,0,58513
4719,4,4,0,0,2,1,0,0,0,58513
4720,4,4,0,1,2,1,0,0,0,58513
4721,4,4,0,1,2,1,0,0,0,58513
4722,4,4,0,1,2,1,0,0,0,58513
4723,4,4,0,1,2,1,0,0,0,58513
4724,53,53,0,6,24,15,6,0,0,58513
4725,11,11,0,1,4,4,2,0,0,58513
4726,5,5,0,1,2,1,1,0,0,58513
4727,5,5,0,1,2,1,1,0,0,58513
4728,35,35,0,3,16,11,4,0,0,58513
4729,36,36,0,3,15,11,6,0,0,58513
4730,6,6,0,0,3,3,0,0,0,58513
4731,32,32,0,4,14,9,4,0,0,58513
