"project_id","project_name","project_start_date","project_completion_date","building_id","house_number","street_name","borough","postcode","bbl","bin","community_board","council_district","census_tract","neighborhood_tabulation_area","latitude","longitude","latitude_internal","longitude_internal","building_completion_date","reporting_construction_type","extended_affordability_status","prevailing_wage_status","extremely_low_income_units","very_low_income_units","low_income_units","moderate_income_units","middle_income_units","other_income_units","studio_units","_1_br_units","_2_br_units","_3_br_units","_4_br_units","_5_br_units","_6_br_units","unknown_br_units","counted_rental_units","counted_homeownership_units","all_counted_units","total_units"
"70729","883 BRYANT AVENUE","2021-06-30T00:00:00.000",,"998885","883","BRYANT AVENUE","Bronx","10474","2027610107",,"BX-02","17","11502","BX27","40.819546","-73.886861","40.81939","-73.887096",,"New Construction","No","Non Prevailing Wage","0","0","40","0","0","0","40","0","0","0","0","0","0","0","40","0","40","40"
"70794","250 WINTHROP STREET","2021-06-30T00:00:00.000",,"999034","250","WINTHROP STREET","Brooklyn","11225",,,"BK-09","40","802","BK60","40.65699","-73.951809",,,,"New Construction","No","Non Prevailing Wage","0","0","26","0","0","0","14","12","0","0","0","0","0","0","26","0","26","49"
"70797","2224 CROPSEY AVENUE","2021-06-30T00:00:00.000",,"998857","2224","CROPSEY AVENUE","Brooklyn","11214","3064710010",,"BK-11","43","294","BK28","40.596848","-73.998131","40.59658","-73.998336",,"New Construction","No","Non Prevailing Wage","0","0","107","0","0","0","19","68","20","0","0","0","0","0","107","0","107","107"
"70813","406 REMSEN AVENUE","2021-06-30T00:00:00.000",,"998863","406","REMSEN AVENUE","Brooklyn","11212","3046630004",,"BK-17","41","864","BK96","40.655739","-73.923252","40.65547","-73.923436",,"New Construction","No","Non Prevailing Wage","0","0","26","0","0","0","1","18","7","0","0","0","0","0","26","0","26","95"
"71062","CONFIDENTIAL","2021-06-30T00:00:00.000","2021-06-30T00:00:00.000",,"----","----","Bronx",,,,"BX-11","15",,,,,,,"2021-06-30T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1"
"71072","SAINT JAMES TERRACE","2021-06-30T00:00:00.000",,"88949","2500","JEROME AVENUE","Bronx","10468","2031900001",,"BX-07","14","401","BX05","40.864053","-73.900054","40.86403","-73.899537",,"New Construction","No","Non Prevailing Wage","0","51","50","0","0","1","51","28","22","1","0","0","0","0","102","0","102","102"
"71109","1409 BRYANT AVENUE","2021-06-30T00:00:00.000",,"995859","1409","BRYANT AVENUE","Bronx","10459","2029940045",,"BX-03","17","123","BX75","40.83037","-73.888769","40.83025","-73.889134",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","1","2","0","0","0","0","0","0","3","0","3","10"
"71112","494 JACKSON AVENUE","2021-06-30T00:00:00.000",,"996950","494","JACKSON AVENUE","Bronx","10455","2025790001",,"BX-01","8","35","BX39","40.811856","-73.909557","40.81184","-73.909308",,"New Construction","No","Non Prevailing Wage","0","0","0","0","5","0","0","2","3","0","0","0","0","0","5","0","5","16"
"71116","2311 MORRIS AVENUE","2021-06-30T00:00:00.000",,"995199","2311","MORRIS AVENUE","Bronx","10468","2031830071",,"BX-05","14","239","BX40","40.858567","-73.901642","40.85865","-73.901898",,"New Construction","No","Non Prevailing Wage","0","0","0","0","5","0","3","2","0","0","0","0","0","0","5","0","5","16"
"71118","2320 VALENTINE AVENUE","2021-06-30T00:00:00.000",,"117058","2320","VALENTINE AVENUE","Bronx","10458","2031460013",,"BX-05","15","38301","BX40","40.857384","-73.89792","40.85735","-73.897577",,"New Construction","No","Non Prevailing Wage","0","0","0","0","6","0","6","0","0","0","0","0","0","0","6","0","6","19"
"71119","429 PENNSYLVANIA AVENUE","2021-06-30T00:00:00.000",,"353106","429","PENNSYLVANIA AVENUE","Brooklyn","11207","3037890007",,"BK-05","42","1156","BK85","40.666901","-73.894582","40.66679","-73.894207",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","3","0","0","0","0","0","0","3","0","3","8"
"71121","169 LOTT STREET","2021-06-30T00:00:00.000",,"329180","169","LOTT STREET","Brooklyn","11226","3051360062",,"BK-17","40","792","BK95","40.645753","-73.954052","40.64575","-73.95367",,"New Construction","No","Non Prevailing Wage","0","0","0","0","5","0","4","0","1","0","0","0","0","0","5","0","5","14"
"71124","246 ECHO PLACE","2021-06-30T00:00:00.000",,"996257","246","ECHO PLACE","Bronx","10457","2028090026",,"BX-05","15","23502","BX41","40.849647","-73.904283","40.84932","-73.903712",,"New Construction","No","Non Prevailing Wage","0","0","0","0","27","0","9","18","0","0","0","0","0","0","27","0","27","90"
"71126","2302 WEBSTER AVENUE","2021-06-30T00:00:00.000",,"996722","2302","WEBSTER AVENUE","Bronx","10458","2030310001",,"BX-06","15","38302","BX40","40.856435","-73.895449","40.85639","-73.895134",,"New Construction","No","Non Prevailing Wage","0","0","0","0","22","0","0","11","11","0","0","0","0","0","22","0","22","71"
"71128","TWO BLUE SLIP","2021-06-30T00:00:00.000",,"997424","2","BLUE SLIP","Brooklyn","11222",,,"BK-01","33","563","BK76","40.735548","-73.959792",,,,"New Construction","No","Non Prevailing Wage","0","0","0","0","127","0","35","65","25","2","0","0","0","0","127","0","127","421"
"71129","744 EAST 21ST STREET","2021-06-30T00:00:00.000",,"996047","2021","FARRAGUT ROAD","Brooklyn","11210",,,"BK-14","45","770","BK42","40.63533","-73.957899",,,,"New Construction","No","Non Prevailing Wage","0","0","0","0","9","0","0","5","4","0","0","0","0","0","9","0","9","29"
"71130","313 LINDEN STREET","2021-06-30T00:00:00.000",,"327709","313","LINDEN STREET","Brooklyn","11237","3033260046",,"BK-04","37","433","BK77","40.698398","-73.914507","40.69858","-73.914662",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","3","0","0","0","0","0","0","3","0","3","8"
"71131","4761 WHITE PLAINS ROAD","2021-06-30T00:00:00.000",,"123619","4761","WHITE PLAINS ROAD","Bronx","10470","2051070008",,"BX-12","11","414","BX62","40.905135","-73.849559","40.90521","-73.849957",,"New Construction","No","Non Prevailing Wage","0","0","0","0","11","0","7","3","1","0","0","0","0","0","11","0","11","36"
"71132","276 GRAND CONCOURSE APARTMENTS","2021-06-30T00:00:00.000",,"81853","260","GRAND CONCOURSE","Bronx","10451","2023410010",,"BX-01","8","51","BX39","40.813775","-73.929384","40.81389","-73.928882",,"New Construction","No","Non Prevailing Wage","0","0","0","0","65","0","10","36","15","4","0","0","0","0","65","0","65","215"
"71133","58 PALMETTO STREET APARTMENTS","2021-06-30T00:00:00.000",,"351128","58","PALMETTO STREET","Brooklyn","11221","3033490011",,"BK-04","34","399","BK78","40.69079","-73.919605","40.69074","-73.919306",,"New Construction","No","Non Prevailing Wage","0","0","0","0","9","0","0","6","3","0","0","0","0","0","9","0","9","27"
"71135","1181 SHERMAN AVENUE","2021-06-30T00:00:00.000",,"995341","1181","SHERMAN AVENUE","Bronx","10456","2024560240",,"BX-04","16","18102","BX14","40.833078","-73.916318","40.83324","-73.916524",,"New Construction","No","Non Prevailing Wage","0","0","0","0","13","0","2","7","4","0","0","0","0","0","13","0","13","43"
"71136","1994 BERGEN STREET","2021-06-30T00:00:00.000",,"996398","1994","BERGEN STREET","Brooklyn","11233","3014530032",,"BK-16","41","303","BK79","40.67417","-73.914809","40.6739","-73.914719",,"New Construction","No","Non Prevailing Wage","0","0","0","0","6","0","0","6","0","0","0","0","0","0","6","0","6","17"
"71137","3365 CRUGER AVENUE","2021-06-30T00:00:00.000",,"996582","3365","CRUGER AVENUE","Bronx","10467","2046290020",,"BX-12","12","374","BX44","40.874511","-73.866052","40.87484","-73.866315",,"New Construction","No","Non Prevailing Wage","0","0","0","0","15","0","1","11","3","0","0","0","0","0","15","0","15","50"
"71138","109 BRUCKNER BOULEVARD","2021-06-30T00:00:00.000",,"996696","109","BRUCKNER BOULEVARD","Bronx","10454","2022780059",,"BX-01","8","19","BX39","40.804892","-73.922834","40.80507","-73.922559",,"New Construction","No","Non Prevailing Wage","0","0","0","0","6","0","0","6","0","0","0","0","0","0","6","0","6","20"
"71139","730 EAST 32ND STREET","2021-06-30T00:00:00.000",,"996951","730","EAST 32 STREET","Brooklyn","11210","3075590057",,"BK-14","45","786","BK42","40.633264","-73.945784","40.63319","-73.946058",,"New Construction","No","Non Prevailing Wage","0","0","0","0","5","0","0","3","2","0","0","0","0","0","5","0","5","16"
"71140","13 GARDEN STREET","2021-06-30T00:00:00.000",,"996286","13","GARDEN STREET","Brooklyn","11206","3031380020",,"BK-04","34","389","BK78","40.701253","-73.937831","40.70143","-73.937903",,"New Construction","No","Non Prevailing Wage","0","0","0","0","6","0","0","0","6","0","0","0","0","0","6","0","6","19"
"71141","19 EAST 31ST STREET","2021-06-30T00:00:00.000",,"970692","19","EAST 31 STREET","Brooklyn","11226","3048850061",,"BK-17","40","824","BK95","40.65025","-73.94852","40.65031","-73.948254",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","3","0","0","0","0","0","0","3","0","3","10"
"71142","3525 EASTCHESTER ROAD","2021-06-30T00:00:00.000",,"997720","3525","EASTCHESTER ROAD","Bronx","10469","2047220006",,"BX-12","12","386","BX03","40.879072","-73.847485","40.87893","-73.847763",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","1","2","0","0","0","0","0","3","0","3","10"
"71143","417 EAST 135TH STREET","2021-06-30T00:00:00.000",,"996744","417","EAST 135 STREET","Bronx","10454","2022800072",,"BX-01","8","25","BX39","40.806918","-73.923641","40.80707","-73.923449",,"New Construction","No","Non Prevailing Wage","0","0","0","0","7","0","0","1","6","0","0","0","0","0","7","0","7","22"
"71144","2438 BARKER AVENUE","2021-06-30T00:00:00.000",,"996829","2438","BARKER AVENUE","Bronx","10467","2044250022",,"BX-11","15","33202","BX07","40.862167","-73.869399","40.86244","-73.869113",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","1","2","0","0","0","0","0","3","0","3","9"
"71145","237 WEST 167TH STREET","2021-06-30T00:00:00.000",,"997876","237","WEST 167 STREET","Bronx","10452","2025300007",,"BX-04","16","201","BX26","40.839404","-73.928446","40.83933","-73.928038",,"New Construction","No","Non Prevailing Wage","0","0","0","0","34","0","9","14","11","0","0","0","0","0","34","0","34","35"
"71146","CONFIDENTIAL","2021-06-30T00:00:00.000","2021-06-30T00:00:00.000",,"----","----","Queens",,,,"QN-08","24",,,,,,,"2021-06-30T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1"
"71147","15 JEFFERSON STREET","2021-06-30T00:00:00.000",,"997651","15","JEFFERSON STREET","Brooklyn","11206","3031600046",,"BK-04","34","389","BK78","40.697445","-73.934794","40.69747","-73.935054",,"New Construction","No","Non Prevailing Wage","0","0","0","0","2","0","0","0","2","0","0","0","0","0","2","0","2","6"
"71148","1010 ROGERS AVENUE","2021-06-30T00:00:00.000",,"997793","1010","ROGERS AVENUE","Brooklyn","11226","3051370019",,"BK-17","40","792","BK95","40.645626","-73.951936","40.64553","-73.952279",,"New Construction","No","Non Prevailing Wage","0","0","0","0","8","0","1","7","0","0","0","0","0","0","8","0","8","26"
"71149","13 JEFFERSON STREET","2021-06-30T00:00:00.000",,"998601","13","JEFFERSON STREET","Brooklyn","11206","3031600046",,"BK-04","34","389","BK78","40.697406","-73.93483","40.69747","-73.935054",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","1","2","0","0","0","0","0","3","0","3","10"
"71150","378 EAST 165TH STREET","2021-06-30T00:00:00.000",,"64772","378","EAST 165 STREET","Bronx","10456","2024240017",,"BX-04","16","173","BX14","40.828198","-73.913105","40.82811","-73.913351",,"New Construction","No","Non Prevailing Wage","0","0","0","0","10","0","0","8","2","0","0","0","0","0","10","0","10","31"
"71151","4415 3RD AVENUE","2021-06-30T00:00:00.000",,"113903","4415","3 AVENUE","Bronx","10457","2030480051",,"BX-06","15","37504","BX17","40.851789","-73.893085","40.85181","-73.893439",,"New Construction","No","Non Prevailing Wage","0","0","0","0","6","0","3","1","2","0","0","0","0","0","6","0","6","20"
"71152","1557 FULTON STREET","2021-06-30T00:00:00.000",,"995093","1557","FULTON STREET","Brooklyn","11216","3018580039",,"BK-03","36","273","BK35","40.679828","-73.939066","40.68006","-73.939051",,"New Construction","No","Non Prevailing Wage","0","0","0","0","7","0","0","7","0","0","0","0","0","0","7","0","7","23"
"71153","3216 CRUGER AVENUE","2021-06-30T00:00:00.000",,"995942","3216","CRUGER AVENUE","Bronx","10467","2045970014",,"BX-12","15","374","BX44","40.87197","-73.866133","40.87206","-73.865843",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","0","3","0","0","0","0","0","3","0","3","8"
"71155","169 HULL STREET","2021-06-30T00:00:00.000",,"997279","169","HULL STREET","Brooklyn","11233","3015340060",,"BK-16","37","369","BK79","40.679642","-73.910065","40.67985","-73.910162",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","1","2","0","0","0","0","0","3","0","3","8"
"71156","424 GATES AVENUE","2021-06-30T00:00:00.000",,"299406","424","GATES AVENUE","Brooklyn","11216","3018130025",,"BK-03","36","251","BK75","40.686355","-73.949336","40.68614","-73.949156",,"New Construction","No","Non Prevailing Wage","0","0","0","0","8","0","0","8","0","0","0","0","0","0","8","0","8","9"
"71157","205 BEACH 29TH STREET","2021-06-30T00:00:00.000",,"972093","205","BEACH 29 STREET","Queens","11691",,,"QN-14","31","99802","QN15","40.59505","-73.76197",,,,"New Construction","No","Non Prevailing Wage","0","0","0","0","5","0","0","2","3","0","0","0","0","0","5","0","5","15"
"71158","1516 FULTON STREET","2021-06-30T00:00:00.000",,"297498","1516","FULTON STREET","Brooklyn","11216","3018640012",,"BK-03","36","271","BK61","40.679865","-73.940046","40.67964","-73.940241",,"New Construction","No","Non Prevailing Wage","0","0","0","0","7","0","0","7","0","0","0","0","0","0","7","0","7","23"
"71159","117 EAST 95TH STREET","2021-06-30T00:00:00.000",,"283531","117","EAST 95 STREET","Brooklyn","11212","3046140068",,"BK-17","41","884","BK96","40.66272","-73.924772","40.66293","-73.924581",,"New Construction","No","Non Prevailing Wage","0","0","0","0","4","0","3","0","1","0","0","0","0","0","4","0","4","10"
"71160","2302 MORRIS AVENUE","2021-06-30T00:00:00.000",,"995728","2302","MORRIS AVENUE","Bronx","10468","2031720003",,"BX-05","14","23703","BX40","40.858419","-73.901707","40.85826","-73.901508",,"New Construction","No","Non Prevailing Wage","0","0","0","0","13","0","4","7","2","0","0","0","0","0","13","0","13","42"
"71161","329 RUTLAND ROAD","2021-06-30T00:00:00.000",,"989407","329","RUTLAND ROAD","Brooklyn","11225","3048010177",,"BK-09","40","804","BK60","40.65947","-73.949587","40.65967","-73.949767",,"New Construction","No","Non Prevailing Wage","0","0","0","0","2","0","0","2","0","0","0","0","0","0","2","0","2","6"
"71162","327 RUTLAND ROAD","2021-06-30T00:00:00.000",,"996006","327","RUTLAND ROAD","Brooklyn","11225","3048010077",,"BK-09","40","804","BK60","40.659467","-73.949634","40.65966","-73.949839",,"New Construction","No","Non Prevailing Wage","0","0","0","0","2","0","0","2","0","0","0","0","0","0","2","0","2","6"
"71164","903 DEKALB AVENUE","2021-06-30T00:00:00.000",,"995389","903","DEKALB AVENUE","Brooklyn","11221","3017770044",,"BK-03","36","281","BK35","40.692612","-73.940666","40.69285","-73.940543",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","3","0","0","0","0","0","0","3","0","3","10"
"71165","1636 DEKALB AVENUE","2021-06-30T00:00:00.000",,"995336","1636","DEKALB AVENUE","Brooklyn","11237","3032490011",,"BK-04","37","445","BK77","40.704653","-73.918867","40.70448","-73.918698",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","3","0","0","0","0","0","0","3","0","3","8"
"71167","237 RALPH AVENUE","2021-06-30T00:00:00.000",,"359991","237","RALPH AVENUE","Brooklyn","11233","3015080003",,"BK-03","41","379","BK35","40.681485","-73.922461","40.68148","-73.922126",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","0","3","0","0","0","0","0","3","0","3","8"
"71168","3405 FARRAGUT ROAD","2021-06-30T00:00:00.000",,"995382","3405","FARRAGUT ROAD","Brooklyn","11210","3049980008",,"BK-17","45","782","BK91","40.636527","-73.943987","40.63676","-73.943897",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","1","2","0","0","0","0","0","3","0","3","10"
"71169","1527 NEW YORK AVENUE","2021-06-30T00:00:00.000",,"992764","1527","NEW YORK AVENUE","Brooklyn","11210",,,"BK-17","45","784","BK91","40.635457","-73.945004",,,,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","2","1","0","0","0","0","0","3","0","3","8"
"71170","255 GRAFTON STREET","2021-06-30T00:00:00.000",,"995443","255","GRAFTON STREET","Brooklyn","11212","3035670016",,"BK-16","41","894","BK81","40.661938","-73.91751","40.66197","-73.917239",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","0","3","0","0","0","0","0","3","0","3","8"
"71171","133 BROWN PLACE","2021-06-30T00:00:00.000",,"994447","133","BROWN PLACE","Bronx","10454","2022780053",,"BX-01","8","19","BX39","40.805176","-73.922046","40.8052","-73.922357",,"New Construction","No","Non Prevailing Wage","0","0","0","0","5","0","0","4","1","0","0","0","0","0","5","0","5","16"
"64217","MARION + CRESTON NCP","2021-06-29T00:00:00.000",,"59324","2861","CRESTON AVENUE","Bronx","10468","2033190060",,"BX-07","14","40701","BX28","40.870896","-73.891601","40.87113","-73.891705","2021-06-29T00:00:00.000","New Construction","No","Non Prevailing Wage","10","6","9","0","0","0","13","7","5","0","0","0","0","0","25","0","25","25"
"64217","MARION + CRESTON NCP","2021-06-29T00:00:00.000",,"94463","2997","MARION AVENUE","Bronx","10458","2032810023",,"BX-07","11","415","BX05","40.870006","-73.882617","40.87037","-73.88249","2021-06-29T00:00:00.000","New Construction","No","Non Prevailing Wage","3","4","11","0","0","0","13","5","0","0","0","0","0","0","18","0","18","18"
